 ==  = 
|    Run |            SelectedLS |     Recorded |                HLTpath |                  L1bit |    Effective |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |  15.153(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   2.246(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |   5.455(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  12.728(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  27.275(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) |  54.550(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 127.284(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 190.926(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 254.568(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |   3.819(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175887 |      [1-18], [21-138] |   3.819(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |   3.819(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |  44.265(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   6.562(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |  15.935(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  37.183(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  79.677(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) | 159.354(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 371.825(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 557.738(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 743.651(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |  11.155(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175888 |               [1-424] |  11.155(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |  11.155(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |  17.778(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) |   2.202(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |   5.349(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  12.764(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  26.744(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) |  53.488(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 140.405(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 187.207(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 280.811(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |   5.616(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175906 |              [79-191] |   5.616(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |   5.616(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT150_v8(850,1700, |    "L1_HTT50"(1,10,13) |   0.870(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT200_v8(850,1700, |          "L1_HTT75"(1) | 107.819(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) | 261.847(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) | 624.861(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |   1.309(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) |   2.618(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) |   6.873(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) |   9.165(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) |  13.747(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) | 274.939(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175910 |                [1-12] | 274.939(/nb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) | 274.939(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT150_v8(850,1700, | "L1_HTT50"(1,10,13,30) |  51.492(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT200_v8(850,1700, |       "L1_HTT75"(1,10) | 870.778(/ub) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT250_v8(850,1700, |         "L1_HTT100"(1) |  18.447(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT300_v9(850,1700, |         "L1_HTT100"(1) |  44.021(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT350_v8(850,1700, |         "L1_HTT100"(1) |  92.234(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT400_v8(850,1700, |         "L1_HTT100"(1) | 184.467(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT450_v8(850,1700, |         "L1_HTT100"(1) | 388.968(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT500_v8(850,1700, |         "L1_HTT100"(1) | 645.635(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT550_v8(850,1700, |         "L1_HTT100"(1) | 777.935(/nb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT600_v1(850,1700, |         "L1_HTT100"(1) |  19.369(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175921 |              [64-428] |  19.369(/pb) | HLT_HT650_v1(850,1700, |         "L1_HTT100"(1) |  19.369(/pb) |
|        |                       |              |                  2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT150_v8(3400,850, | "L1_HTT50"(40,1,10,13, |  16.029(/ub) |
|        |                       |              |             1700,2550) |                    30) |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT200_v8(3400,850, |    "L1_HTT75"(1,10,15) | 158.400(/ub) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT250_v8(3400,850, |         "L1_HTT100"(1) |   5.770(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT300_v9(3400,850, |         "L1_HTT100"(1) |  13.692(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT350_v8(3400,850, |         "L1_HTT100"(1) |  28.852(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT400_v8(3400,850, |         "L1_HTT100"(1) |  57.703(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT450_v8(3400,850, |         "L1_HTT100"(1) | 124.283(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT500_v8(3400,850, |         "L1_HTT100"(1) | 201.961(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT550_v8(3400,850, |         "L1_HTT100"(1) | 269.281(/nb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT600_v1(3400,850, |         "L1_HTT100"(1) |   8.078(/pb) |
|        |                       |              |             1700,2550) |                        |              |
| 175973 |  [126-183], [186-268] |   8.078(/pb) | HLT_HT650_v1(3400,850, |         "L1_HTT100"(1) |   8.078(/pb) |
|        |                       |              |             1700,2550) |                        |              |
| 175974 |               [1-124] |   6.562(/pb) | HLT_HT150_v8(3400,850, | "L1_HTT50"(40,1,10,13, |  13.019(/ub) |
|        |                       |              |             1700,2550) |                    30) |              |
| 175974 |               [1-124] |   6.562(/pb) | HLT_HT200_v8(3400,850, |    "L1_HTT75"(1,10,15) | 128.657(/ub) |
